Set,Champion,Cost,Role,Origin 1,Origin 2,Class 1,Class 2,Range,Summary,Skill Description,Step,Skill Type,Trigger (When),Condition (Only if),Action Source,Legacy action,Aim Target,Offset,AOE (hex),Skill Range,Count,Volley Shape,Fire Timing,Cast (s),Effect Recipient,Effect Category,Effect Detail,Amount,Scaling Type,Scaling,Effect Cadence,Effect Duration (s),Action group
Set 9,Naafiri,2 Gold,Carry,Darkin,Shurima,Challenger,,1,Packmate Duelist,"Passive: Gain 15% Omnivamp. Active (Eviscerate): Deal physical Damage. Darkin Dagger: After casting, summon packmates that attack the first enemy hit for a total of AD. Eviscerate Damage: 175% / 175% / 180% AD. Omnivamp: 15%. Total Packmate Damage: 190% / 195% / 200% AD",0.1,Passive,Game Start,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Omnivamp,15%,—,—,Once,Permanent,Direct
Set 9,Naafiri,2 Gold,Carry,Darkin,Shurima,Challenger,,1,Packmate Duelist,"Passive: Gain 15% Omnivamp. Active (Eviscerate): Deal physical Damage. Darkin Dagger: After casting, summon packmates that attack the first enemy hit for a total of AD. Eviscerate Damage: 175% / 175% / 180% AD. Omnivamp: 15%. Total Packmate Damage: 190% / 195% / 200% AD",1,Active,On Cast,—,Self,Cast,Current,—,—,1,—,—,—,—,Same to Aim Target,Attack,Damage,175/175/180% AD,—,—,Once,—,Direct
Set 9,Naafiri,2 Gold,Carry,Darkin,Shurima,Challenger,,1,Packmate Duelist,"Passive: Gain 15% Omnivamp. Active (Eviscerate): Deal physical Damage. Darkin Dagger: After casting, summon packmates that attack the first enemy hit for a total of AD. Eviscerate Damage: 175% / 175% / 180% AD. Omnivamp: 15%. Total Packmate Damage: 190% / 195% / 200% AD",2,Active,After Step 1,—,Self,Charge Summon,—,—,—,1,—,—,—,—,—,Summon,(summon),—,—,—,Once,—,Summon
Set 9,Naafiri,2 Gold,Carry,Darkin,Shurima,Challenger,,1,Packmate Duelist,"Passive: Gain 15% Omnivamp. Active (Eviscerate): Deal physical Damage. Darkin Dagger: After casting, summon packmates that attack the first enemy hit for a total of AD. Eviscerate Damage: 175% / 175% / 180% AD. Omnivamp: 15%. Total Packmate Damage: 190% / 195% / 200% AD",3,Active,After Step 2,—,Summon,Charge [collision=Target-Only],Step 1 Aim target,default,default,1,1,—,—,—,Same to Aim Target,Attack,Damage,190/195/200% AD,—,total across all packmates,Once,—,Charge
Set 9,Milio,1 Gold,Support,Ixtal,,Invoker,,4,Bouncing-Ball Support,"Kick a ball at the current target that deals magic damage and Stuns for 1.5 seconds. The ball bounces to the closest enemy behind the target, dealing magic damage on impact and magic damage to adjacent enemies.Ball Damage: 220% / 330% / 500%.Bounce Damage: 180% / 270% / 400%.Splash Damage: 90% / 140% / 200%",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,Same to Aim Target,Attack,Damage,220/330/500% AP,—,—,Once,—,Projectile
Set 9,Milio,1 Gold,Support,Ixtal,,Invoker,,4,Bouncing-Ball Support,"Kick a ball at the current target that deals magic damage and Stuns for 1.5 seconds. The ball bounces to the closest enemy behind the target, dealing magic damage on impact and magic damage to adjacent enemies.Ball Damage: 220% / 330% / 500%.Bounce Damage: 180% / 270% / 400%.Splash Damage: 90% / 140% / 200%",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,1.5,Projectile
Set 9,Milio,1 Gold,Support,Ixtal,,Invoker,,4,Bouncing-Ball Support,"Kick a ball at the current target that deals magic damage and Stuns for 1.5 seconds. The ball bounces to the closest enemy behind the target, dealing magic damage on impact and magic damage to adjacent enemies.Ball Damage: 220% / 330% / 500%.Bounce Damage: 180% / 270% / 400%.Splash Damage: 90% / 140% / 200%",2,Active,On Projectile Hit,—,Step 1 Projectile,Homing Projectile,Closest enemy behind Step 1 Aim target,default,default,4,1,—,—,—,Same to Aim Target,Attack,Damage,180/270/400% AP,—,—,Once,—,Projectile
Set 9,Milio,1 Gold,Support,Ixtal,,Invoker,,4,Bouncing-Ball Support,"Kick a ball at the current target that deals magic damage and Stuns for 1.5 seconds. The ball bounces to the closest enemy behind the target, dealing magic damage on impact and magic damage to adjacent enemies.Ball Damage: 220% / 330% / 500%.Bounce Damage: 180% / 270% / 400%.Splash Damage: 90% / 140% / 200%",3,Active,On Projectile Hit,—,Step 2 Projectile,Circle AOE,Step 2 Aim target,centred,Circle 1 hex,4,1,—,—,—,Enemies in area,Attack,Damage,90/140/200% AP,—,—,Once,—,AOE
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",0.1,Passive,On Attack,If not Empowered,Self,Bonus on AA,Current,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,100/150/375% AP,—,—,Once,—,On-Hit
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",0.1,Passive,On Attack,If Empowered,Self,Bonus on AA,Current,—,—,1,1,—,—,—,Same to Aim Target,Attack,Damage,250/375/900% AP,—,—,Once,—,On-Hit
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Shield,40% max HP,—,—,Once,5,Direct
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Range,1,—,—,Once,5,Direct
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",2,Active,On Kill,If Empowered,Self,Cast,Current,—,—,1,—,—,—,—,Self,Buff,Bonus HP,6/6/15%,Derived,of the killed enemy's stat,Once,Permanent,Direct
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",2,Active,On Kill,If Empowered,Self,Cast,Current,—,—,1,—,—,—,—,Self,Buff,AD,6/6/15%,Derived,of the killed enemy's stat,Once,Permanent,Direct
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",2,Active,On Kill,If Empowered,Self,Cast,Current,—,—,1,—,—,—,—,Self,Buff,AP,6/6/15%,Derived,of the killed enemy's stat,Once,Permanent,Direct
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",2,Active,On Kill,If Empowered,Self,Cast,Current,—,—,1,—,—,—,—,Self,Buff,Armor,6/6/15%,Derived,of the killed enemy's stat,Once,Permanent,Direct
Set 9,Mordekaiser,4 Gold,Carry,Noxus,,Slayer,,1,Stat-Stealing Reaper,"Passive: Attacks deal bonus magic damage, increased while God of Death is active. Active: Gain Shield and 1 range for 5 seconds. Killing enemies in this state steals their Health, Attack Damage, Ability Power, Armor, and Magic Resistance until combat ends. Damage: 100% / 150% / 375%. Empowered Damage: 250% / 375% / 900%. Shield: 40% HealthPercent. Stat Steal: 6% / 6% / 15%.",2,Active,On Kill,If Empowered,Self,Cast,Current,—,—,1,—,—,—,—,Self,Buff,MR,6/6/15%,Derived,of the killed enemy's stat,Once,Permanent,Direct
Set 9,Fiora,4 Gold,Carry,Demacia,,Challenger,,1,Untargetable Duellist,"Blade Waltz: Become untargetable and strike the current target 4 times, prioritizing low-Health targets. Each strike deals 160/160/240% Attack Damage physical damage and 60/90/270% Ability Power true damage. Heal for 15% of the total damage dealt. If the target dies, change targets to the nearest enemy.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,—,—,—,—,Same to Aim Target,Buff,Untargetable,—,—,—,Once,—,Direct
Set 9,Fiora,4 Gold,Carry,Demacia,,Challenger,,1,Untargetable Duellist,"Blade Waltz: Become untargetable and strike the current target 4 times, prioritizing low-Health targets. Each strike deals 160/160/240% Attack Damage physical damage and 60/90/270% Ability Power true damage. Heal for 15% of the total damage dealt. If the target dies, change targets to the nearest enemy.",2,Active,After Step 1,—,Self,QuickAA,Lowest-HP enemy,default,default,1,4,—,Consecutive,—,Same to Aim Target,Attack,Damage,160/160/240% AD,—,—,Once,—,Attack
Set 9,Fiora,4 Gold,Carry,Demacia,,Challenger,,1,Untargetable Duellist,"Blade Waltz: Become untargetable and strike the current target 4 times, prioritizing low-Health targets. Each strike deals 160/160/240% Attack Damage physical damage and 60/90/270% Ability Power true damage. Heal for 15% of the total damage dealt. If the target dies, change targets to the nearest enemy.",2,Active,After Step 1,—,Self,QuickAA,Lowest-HP enemy,default,default,1,4,—,Consecutive,—,Same to Aim Target,Attack,True Damage,60/90/270% AP,—,—,Once,—,Attack
Set 9,Fiora,4 Gold,Carry,Demacia,,Challenger,,1,Untargetable Duellist,"Blade Waltz: Become untargetable and strike the current target 4 times, prioritizing low-Health targets. Each strike deals 160/160/240% Attack Damage physical damage and 60/90/270% Ability Power true damage. Heal for 15% of the total damage dealt. If the target dies, change targets to the nearest enemy.",2,Active,After Step 1,—,Self,QuickAA,Lowest-HP enemy,default,default,1,4,—,Consecutive,—,Self,Buff,Heal,15%,Derived,of the total damage dealt,Once,—,Attack
Set 9,Quinn,3 Gold,Carry,Demacia,,Slayer,,4,Marking Skirmisher,"Quinn and Valor: Launch Valor through the row or column with the most enemies, marking them to take 10% Ability Power increased damage for 4 seconds. Then rain down arrows, dealing 550/555/565% Attack Damage physical damage split between all marked enemies.",1,Active,On Cast,—,Self,Pierce Projectile,Row or column with most enemies,default,default,4,1,—,—,—,Enemies in path,Status,Mark,—,—,—,Once,4,Projectile
Set 9,Quinn,3 Gold,Carry,Demacia,,Slayer,,4,Marking Skirmisher,"Quinn and Valor: Launch Valor through the row or column with the most enemies, marking them to take 10% Ability Power increased damage for 4 seconds. Then rain down arrows, dealing 550/555/565% Attack Damage physical damage split between all marked enemies.",1,Active,On Cast,—,Self,Pierce Projectile,Row or column with most enemies,default,default,4,1,—,—,—,Enemies in path,Debuff,Damage Amplification,10% AP,—,—,Once,4,Projectile
Set 9,Quinn,3 Gold,Carry,Demacia,,Slayer,,4,Marking Skirmisher,"Quinn and Valor: Launch Valor through the row or column with the most enemies, marking them to take 10% Ability Power increased damage for 4 seconds. Then rain down arrows, dealing 550/555/565% Attack Damage physical damage split between all marked enemies.",2,Active,After Step 1,—,Self,Cast,Marked enemies,—,—,4,1,—,—,—,Marked enemies,Attack,Damage,550/555/565% AD,—,—,Once,—,Direct
Set 9,Xayah,4 Gold,Carry,Ionia,,Vanquisher,,4,Feather Volley,"Featherstrike: Summon 7/7/15 feathers that converge on and pierce the current target, dealing 80/80/100% Attack Damage + 15/25/60% Ability Power physical damage. Each feather removes 6 Armor from the first target it hits until the end of combat.Ionia Bonus: Attacks restore 5 additional Mana.",0.1,Passive,On Attack,If Ionia Active,Self,Bonus on AA,Current,—,—,4,1,—,—,—,Self,Buff,Mana,5,—,—,Once,—,On-Hit
Set 9,Xayah,4 Gold,Carry,Ionia,,Vanquisher,,4,Feather Volley,"Featherstrike: Summon 7/7/15 feathers that converge on and pierce the current target, dealing 80/80/100% Attack Damage + 15/25/60% Ability Power physical damage. Each feather removes 6 Armor from the first target it hits until the end of combat.Ionia Bonus: Attacks restore 5 additional Mana.",1,Active,On Cast,—,Self,Gilgamesh Projectile,Current,default,default,4,7/7/15,—,At Once,—,Enemies in path,Attack,Damage,80/80/100% AD + 15/25/60% AP,—,—,Once,—,Projectile
Set 9,Xayah,4 Gold,Carry,Ionia,,Vanquisher,,4,Feather Volley,"Featherstrike: Summon 7/7/15 feathers that converge on and pierce the current target, dealing 80/80/100% Attack Damage + 15/25/60% Ability Power physical damage. Each feather removes 6 Armor from the first target it hits until the end of combat.Ionia Bonus: Attacks restore 5 additional Mana.",1,Active,On Cast,—,Self,Gilgamesh Projectile,Current,default,default,4,7/7/15,—,At Once,—,First hit enemy,Debuff,DEF,6,Per Stack,each feather removes 6,Once,Permanent,Projectile
Set 10,Corki,1 Gold,ADCarry,8-bit,,Big Shot,,5,Splash Wound Bomber,"Deal 300/300/300% Attack Damage physical damage to the current target and adjacent enemies, then Wound them for 5/5/5 seconds. Wound: Reduce healing received by 33%.",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,5,1,—,—,—,—,—,—,—,—,—,—,—,Projectile
Set 10,Corki,1 Gold,ADCarry,8-bit,,Big Shot,,5,Splash Wound Bomber,"Deal 300/300/300% Attack Damage physical damage to the current target and adjacent enemies, then Wound them for 5/5/5 seconds. Wound: Reduce healing received by 33%.",2,Active,On Projectile Hit,—,Step 1 Projectile,Circle AOE,Hex That Projectile Hit,centred,Circle 1 hex,5,1,—,—,—,Enemies in area,Attack,Damage,300% AD,—,—,Once,—,AOE
Set 10,Corki,1 Gold,ADCarry,8-bit,,Big Shot,,5,Splash Wound Bomber,"Deal 300/300/300% Attack Damage physical damage to the current target and adjacent enemies, then Wound them for 5/5/5 seconds. Wound: Reduce healing received by 33%.",2,Active,On Projectile Hit,—,Step 1 Projectile,Circle AOE,Hex That Projectile Hit,centred,Circle 1 hex,5,1,—,—,—,Enemies in area,Status,Wound,—,—,—,Once,5,AOE
Set 10,Tahm Kench,1 Gold,APTank,Country,,Bruiser,,1,Passive Damage-Reduction Tank,Passive: Reduce each instance of incoming damage by 12/15/25% Ability Power.,0.1,Passive,Game Start,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Buff,Damage Reduction,12/15/25% AP,—,—,Once,Permanent,Direct
Set 10,Garen,2 Gold,ADTank,8-bit,,Sentinel,,1,Empowered-Attack Bruiser,Gain 10% of Garen's max Health as bonus max Health. Garen's next attack deals 180% Attack Damage plus 10% of Garen's max Health as physical damage.,1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Buff,Bonus HP,10% max HP,—,—,Once,—,Direct
Set 10,Garen,2 Gold,ADTank,8-bit,,Sentinel,,1,Empowered-Attack Bruiser,Gain 10% of Garen's max Health as bonus max Health. Garen's next attack deals 180% Attack Damage plus 10% of Garen's max Health as physical damage.,1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Buff,Empowered Attack,180% AD,Derived,+10% max HP,Once,—,Direct
Set 10,Katarina,2 Gold,APReaper,Country,,Crowd Diver,,2,Bouncing-Blade Wound Diver,"Throw a blade at the current target that bounces 3/3/3 times, dealing 140/210/315% Ability Power magic damage and applying Wound for 6/6/6 seconds. Wound: Reduce healing received by 33%.",1,Active,On Cast,—,Self,Bounce Homing Projectile,Current,default,default,2,3,—,Consecutive,—,Same to Aim Target,Attack,Damage,140/210/315% AP,—,—,Once,—,Projectile
Set 10,Katarina,2 Gold,APReaper,Country,,Crowd Diver,,2,Bouncing-Blade Wound Diver,"Throw a blade at the current target that bounces 3/3/3 times, dealing 140/210/315% Ability Power magic damage and applying Wound for 6/6/6 seconds. Wound: Reduce healing received by 33%.",1,Active,On Cast,—,Self,Bounce Homing Projectile,Current,default,default,2,3,—,Consecutive,—,Same to Aim Target,Status,Wound,—,—,—,Once,6,Projectile
Set 10,Riven,3 Gold,ADFighter,8-bit,,Edgelord,,1,Shielded Splash Fighter,"For the next 6 seconds, gain a 250% Attack Damage plus 100/120/140% Ability Power Shield and attacks deal 85% Attack Damage bonus physical damage to her target and enemies within 1 hex of the target.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Buff,Shield,250% AD + 100/120/140% AP,—,—,Once,6,Direct
Set 10,Riven,3 Gold,ADFighter,8-bit,,Edgelord,,1,Shielded Splash Fighter,"For the next 6 seconds, gain a 250% Attack Damage plus 100/120/140% Ability Power Shield and attacks deal 85% Attack Damage bonus physical damage to her target and enemies within 1 hex of the target.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Status,Empowered,—,—,—,Once,6,Direct
Set 10,Riven,3 Gold,ADFighter,8-bit,,Edgelord,,1,Shielded Splash Fighter,"For the next 6 seconds, gain a 250% Attack Damage plus 100/120/140% Ability Power Shield and attacks deal 85% Attack Damage bonus physical damage to her target and enemies within 1 hex of the target.",0.1,Passive,On Attack,If Empowered,Self,Circle AOE,Current,centred,Circle 1 hex,1,1,—,—,—,Enemies in area,Attack,Damage,85% AD,—,—,Once,—,AOE
Set 10,Samira,3 Gold,ADCarryCrit,Country,,Executioner,,4,Style-Stacking Crit Carry,"Passive: Attacks that critically strike grant a stack of Style, up to 6 stacks. Each stack grants 20% Ability Power Attack Speed. Active: Deal 240/240/250% Attack Damage physical damage to the current target, then another 110% Attack Damage physical damage per Style stack. Afterwards, reset Style.",0.1,Passive,On Attack,If Critical Strike,Self,Cast,Self,—,—,4,1,—,—,—,Same to Aim Target,Buff,Style,+1 stack,Cap,max 6 stacks,Once,Permanent,Direct
Set 10,Samira,3 Gold,ADCarryCrit,Country,,Executioner,,4,Style-Stacking Crit Carry,"Passive: Attacks that critically strike grant a stack of Style, up to 6 stacks. Each stack grants 20% Ability Power Attack Speed. Active: Deal 240/240/250% Attack Damage physical damage to the current target, then another 110% Attack Damage physical damage per Style stack. Afterwards, reset Style.",0.2,Passive,Game Start,—,Self,Cast,Self,—,—,4,1,—,—,—,Same to Aim Target,Buff,Attack Speed,20% AP,Per Stack,per Style stack,Once,Permanent,Direct
Set 10,Samira,3 Gold,ADCarryCrit,Country,,Executioner,,4,Style-Stacking Crit Carry,"Passive: Attacks that critically strike grant a stack of Style, up to 6 stacks. Each stack grants 20% Ability Power Attack Speed. Active: Deal 240/240/250% Attack Damage physical damage to the current target, then another 110% Attack Damage physical damage per Style stack. Afterwards, reset Style.",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,Same to Aim Target,Attack,Damage,240/240/250% AD,—,—,Once,—,Projectile
Set 10,Samira,3 Gold,ADCarryCrit,Country,,Executioner,,4,Style-Stacking Crit Carry,"Passive: Attacks that critically strike grant a stack of Style, up to 6 stacks. Each stack grants 20% Ability Power Attack Speed. Active: Deal 240/240/250% Attack Damage physical damage to the current target, then another 110% Attack Damage physical damage per Style stack. Afterwards, reset Style.",1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,Same to Aim Target,Attack,Damage,110% AD,Per Stack,per Style stack,Once,—,Projectile
Set 10,Samira,3 Gold,ADCarryCrit,Country,,Executioner,,4,Style-Stacking Crit Carry,"Passive: Attacks that critically strike grant a stack of Style, up to 6 stacks. Each stack grants 20% Ability Power Attack Speed. Active: Deal 240/240/250% Attack Damage physical damage to the current target, then another 110% Attack Damage physical damage per Style stack. Afterwards, reset Style.",2,Active,After Step 1,—,Self,Cast,Self,—,—,4,1,—,—,—,Same to Aim Target,Buff,Style,reset to 0,—,—,Once,—,Direct
Set 10,Urgot,3 Gold,ADFighter,Country,,Mosher,,2,AS→AD Cone Fighter,"For 8 seconds, convert bonus Attack Speed to Attack Damage. Attacks deal 175/175/180% Attack Damage plus 15/25/40% Ability Power physical damage in a cone and grant Urgot 20% of the damage dealt as a 5 second Shield. If Urgot only hits one target, deal 50% bonus damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,2,1,—,—,—,Same to Aim Target,Debuff,Attack Speed,convert bonus AS,—,—,Once,8,Direct
Set 10,Urgot,3 Gold,ADFighter,Country,,Mosher,,2,AS→AD Cone Fighter,"For 8 seconds, convert bonus Attack Speed to Attack Damage. Attacks deal 175/175/180% Attack Damage plus 15/25/40% Ability Power physical damage in a cone and grant Urgot 20% of the damage dealt as a 5 second Shield. If Urgot only hits one target, deal 50% bonus damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,2,1,—,—,—,Same to Aim Target,Buff,AD,= converted bonus AS,Derived,+bonus AS converted,Once,8,Direct
Set 10,Urgot,3 Gold,ADFighter,Country,,Mosher,,2,AS→AD Cone Fighter,"For 8 seconds, convert bonus Attack Speed to Attack Damage. Attacks deal 175/175/180% Attack Damage plus 15/25/40% Ability Power physical damage in a cone and grant Urgot 20% of the damage dealt as a 5 second Shield. If Urgot only hits one target, deal 50% bonus damage.",1,Active,On Cast,—,Self,Cast,Self,—,—,2,1,—,—,—,Same to Aim Target,Status,Empowered,—,—,—,Once,8,Direct
Set 10,Urgot,3 Gold,ADFighter,Country,,Mosher,,2,AS→AD Cone Fighter,"For 8 seconds, convert bonus Attack Speed to Attack Damage. Attacks deal 175/175/180% Attack Damage plus 15/25/40% Ability Power physical damage in a cone and grant Urgot 20% of the damage dealt as a 5 second Shield. If Urgot only hits one target, deal 50% bonus damage.",0.1,Passive,On Attack,If Empowered,Self,Cone AOE,Current,default,Cone 1 hex,2,1,—,—,—,Enemies in area,Attack,Damage,175/175/180% AD + 15/25/40% AP,Conditional Bonus,+50% if only 1 target hit,Once,—,AOE
Set 10,Urgot,3 Gold,ADFighter,Country,,Mosher,,2,AS→AD Cone Fighter,"For 8 seconds, convert bonus Attack Speed to Attack Damage. Attacks deal 175/175/180% Attack Damage plus 15/25/40% Ability Power physical damage in a cone and grant Urgot 20% of the damage dealt as a 5 second Shield. If Urgot only hits one target, deal 50% bonus damage.",0.1,Passive,On Attack,If Empowered,Self,Cone AOE,Current,default,Cone 1 hex,2,1,—,—,—,Self,Buff,Shield,20% of damage dealt,Derived,+20% damage dealt,Once,5,AOE
Set 10,Caitlyn,4 Gold,ADCaster,8-bit,,Rapidfire,,5,Furthest-Target Sniper,Fire shots at the 4 furthest enemies. Shots deal 360/360/750% Attack Damage plus 40/60/200% Ability Power physical damage to the first enemy they hit.,1,Active,On Cast,—,Self,First hit Projectile,4 furthest enemies,default,default,5,4,—,Consecutive,—,First hit enemy,Attack,Damage,360/360/750% AD + 40/60/200% AP,—,—,Once,—,Projectile
Set 10,Thresh,4 Gold,APTank,Country,,Guardian,,1,Cluster-Stun Tank,Stun the largest group of nearby enemies for 1.75/2/8 seconds and deal 150/225/1200% Ability Power magic damage to each. Thresh heals for 250/300/600 + 50/50/50% of the total damage dealt.,1,Active,On Cast,—,Self,Circle AOE,Clustered,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Attack,Damage,150/225/1200% AP,—,—,Once,—,AOE
Set 10,Thresh,4 Gold,APTank,Country,,Guardian,,1,Cluster-Stun Tank,Stun the largest group of nearby enemies for 1.75/2/8 seconds and deal 150/225/1200% Ability Power magic damage to each. Thresh heals for 250/300/600 + 50/50/50% of the total damage dealt.,1,Active,On Cast,—,Self,Circle AOE,Clustered,centred,Circle 2 hex,1,1,—,—,—,Enemies in area,Status,Stun,—,—,—,Once,1.75/2/8,AOE
Set 10,Thresh,4 Gold,APTank,Country,,Guardian,,1,Cluster-Stun Tank,Stun the largest group of nearby enemies for 1.75/2/8 seconds and deal 150/225/1200% Ability Power magic damage to each. Thresh heals for 250/300/600 + 50/50/50% of the total damage dealt.,1,Active,On Cast,—,Self,Circle AOE,Clustered,centred,Circle 2 hex,1,1,—,—,—,Self,Buff,Heal,250/300/600,Derived,+50% of total damage dealt,Once,—,AOE
Set 10,Nami,1 Gold,APCasterHighMana,Disco,,Dazzler,,4,Single-Target Stun Nuke,Deal 300/450/675% Ability Power magic damage to the current target and Stun them for 1.25/1.25/1.25 seconds.,1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,Same to Aim Target,Attack,Damage,300/450/675% AP,—,—,Once,—,Projectile
Set 10,Nami,1 Gold,APCasterHighMana,Disco,,Dazzler,,4,Single-Target Stun Nuke,Deal 300/450/675% Ability Power magic damage to the current target and Stun them for 1.25/1.25/1.25 seconds.,1,Active,On Cast,—,Self,Homing Projectile,Current,default,default,4,1,—,—,—,Same to Aim Target,Status,Stun,—,—,—,Once,1.25,Projectile
Set 10,Taric,1 Gold,APTank,Disco,,Guardian,,1,Shielded Empowered-Attack Tank,Gain a 240/290/330 plus 6% of Taric's max Health Shield for 4 seconds. Taric's next 2 attacks deal 250/375/565% Ability Power bonus magic damage.,1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Buff,Shield,240/290/330,Derived,+6% max HP,Once,4,Direct
Set 10,Taric,1 Gold,APTank,Disco,,Guardian,,1,Shielded Empowered-Attack Tank,Gain a 240/290/330 plus 6% of Taric's max Health Shield for 4 seconds. Taric's next 2 attacks deal 250/375/565% Ability Power bonus magic damage.,1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Buff,Empowered Attack,250/375/565% AP,—,—,Once,2 attacks,Direct
Set 10,Gragas,2 Gold,APTank,Disco,,Spellweaver,Bruiser,1,Heal-then-Chill Tank,"Heal 500/575/650 Health over 2/2/2 seconds. Then, deal 190/285/440% Ability Power magic damage to adjacent enemies and Chill them for 3/3/3 seconds. Chill: Reduce Attack Speed by 30%.",1,Active,On Cast,—,Self,Cast,Self,—,—,1,1,—,—,—,Same to Aim Target,Buff,Heal,500/575/650,—,—,Every 0.5s,2,Direct
